,unique_tx,city,state,zipcode,credit_card_limit,date,transaction_dollar_amount,Long,Lat,date_only,hour_only,day_of_the_week,num_day,month_only,year_only,session,classification
6859,8221913653327075,Topeka,IN,46571,25000,2015-10-28 21:40:43,912.66,5.30249454161038,53.1316529063133,2015-10-28,21,Wednesday,3,10,2015,Evening-Night,Fraud
6934,8221913653327075,Topeka,IN,46571,25000,2015-10-21 14:04:56,123.31,80.9865759799415,-5.8582051888934,2015-10-21,14,Wednesday,3,10,2015,Afternoon,Fraud
7033,8221913653327075,Topeka,IN,46571,25000,2015-08-07 01:54:42,894.11,-85.5932535060332,41.4891513165331,2015-08-07,1,Friday,5,8,2015,Late Night,Fraud
7107,8221913653327075,Topeka,IN,46571,25000,2015-09-10 14:33:18,0.02,-85.6346662252763,41.5643946084311,2015-09-10,14,Thursday,4,9,2015,Afternoon,Fraud
7312,5862371394578648,Washington,NH,3280,12000,2015-10-07 20:39:54,15.59,25.8395458547007,-26.3603546043274,2015-10-07,20,Wednesday,3,10,2015,Evening-Night,Fraud
7410,5862371394578648,Washington,NH,3280,12000,2015-09-03 05:31:38,31.32,81.6144663204775,5.09201102024619,2015-09-03,5,Thursday,4,9,2015,Late Night,Fraud
7534,5862371394578648,Washington,NH,3280,12000,2015-10-24 01:34:36,22.27,73.0962426637559,50.8640871528538,2015-10-24,1,Saturday,6,10,2015,Late Night,Fraud
7570,2377857415001409,El Paso,IL,61738,12000,2015-09-08 00:18:40,59.29,3.21937660283441,52.4876844329012,2015-09-08,24,Tuesday,2,9,2015,Evening-Night,Fraud
7592,2377857415001409,El Paso,IL,61738,12000,2015-10-19 23:03:13,5.56,128.861030629948,11.7143676157309,2015-10-19,23,Monday,1,10,2015,Evening-Night,Fraud
7732,2377857415001409,El Paso,IL,61738,12000,2015-09-26 01:22:05,35.42,-89.0166027035203,40.6664097264631,2015-09-26,1,Saturday,6,9,2015,Late Night,Fraud
7787,2377857415001409,El Paso,IL,61738,12000,2015-09-06 07:21:12,21.18,-89.0393129525094,40.7699838516073,2015-09-06,7,Sunday,0,9,2015,Morning,Fraud
7792,2377857415001409,El Paso,IL,61738,12000,2015-10-19 23:20:17,34.24,15.8635342288473,40.2205636488697,2015-10-19,23,Monday,1,10,2015,Evening-Night,Fraud
7875,2377857415001409,El Paso,IL,61738,12000,2015-09-10 20:44:45,13.09,-6.06908922188292,-3.04349990027286,2015-09-10,20,Thursday,4,9,2015,Evening-Night,Fraud
7882,2377857415001409,El Paso,IL,61738,12000,2015-09-21 22:48:27,0.02,-89.1080628651462,40.7644970460386,2015-09-21,22,Monday,1,9,2015,Evening-Night,Fraud
7954,8618599746674974,Houston,PA,15342,20000,2015-10-09 23:49:58,64.37,11.1505817709793,43.8547762015176,2015-10-09,23,Friday,5,10,2015,Evening-Night,Fraud
8047,8618599746674974,Houston,PA,15342,20000,2015-08-21 19:53:24,26.19,-17.3845012977003,-2.62885777602382,2015-08-21,19,Friday,5,8,2015,Evening-Night,Fraud
8077,8618599746674974,Houston,PA,15342,20000,2015-10-16 21:32:40,81.67,105.64900312001,50.5626281933227,2015-10-16,21,Friday,5,10,2015,Evening-Night,Fraud
8106,8618599746674974,Houston,PA,15342,20000,2015-10-24 22:26:54,898.4,21.7476734137961,42.4279684547685,2015-10-24,22,Saturday,6,10,2015,Evening-Night,Fraud
8142,8618599746674974,Houston,PA,15342,20000,2015-10-23 14:42:58,57.86,116.162034777536,47.968172222578,2015-10-23,14,Friday,5,10,2015,Afternoon,Fraud
8168,8618599746674974,Houston,PA,15342,20000,2015-08-19 02:44:59,25.79,23.5298269940616,5.21422077621462,2015-08-19,2,Wednesday,3,8,2015,Late Night,Fraud
8191,8618599746674974,Houston,PA,15342,20000,2015-10-02 20:39:55,57.56,114.404044164136,58.2144028224857,2015-10-02,20,Friday,5,10,2015,Evening-Night,Fraud
8226,8618599746674974,Houston,PA,15342,20000,2015-10-16 17:48:58,29.16,16.4148731818972,63.1727160176969,2015-10-16,17,Friday,5,10,2015,Afternoon,Fraud
8290,8618599746674974,Houston,PA,15342,20000,2015-08-15 22:51:49,7.79,100.027940073749,70.9459895231962,2015-08-15,22,Saturday,6,8,2015,Evening-Night,Fraud
8397,8618599746674974,Houston,PA,15342,20000,2015-10-16 23:05:12,81.96,123.830918587483,-17.95592959118,2015-10-16,23,Friday,5,10,2015,Evening-Night,Fraud
8715,5228380053135598,Washington,NH,3280,24000,2015-10-03 22:19:46,23.02,74.618835129847,12.131291420879,2015-10-03,22,Saturday,6,10,2015,Evening-Night,Fraud
8755,5228380053135598,Washington,NH,3280,24000,2015-09-11 01:57:27,62.07,166.268311843632,27.1352137342271,2015-09-11,1,Friday,5,9,2015,Late Night,Fraud
8893,5228380053135598,Washington,NH,3280,24000,2015-08-09 17:41:18,27.04,13.2440174905837,-3.38422961464992,2015-08-09,17,Sunday,0,8,2015,Afternoon,Fraud
9056,6891610450164077,Washington,NH,3280,16000,2015-10-07 17:42:46,112.66,8.32734372544275,-26.4772312403724,2015-10-07,17,Wednesday,3,10,2015,Afternoon,Fraud
9109,6891610450164077,Washington,NH,3280,16000,2015-10-22 22:16:28,114.19,121.430138269629,37.1742064846075,2015-10-22,22,Thursday,4,10,2015,Evening-Night,Fraud
9210,6891610450164077,Washington,NH,3280,16000,2015-10-23 11:39:49,902.72,-72.0401247667567,43.113339103429,2015-10-23,11,Friday,5,10,2015,Morning,Fraud
9247,6891610450164077,Washington,NH,3280,16000,2015-08-31 20:03:29,69.64,168.192198035409,35.3885905590053,2015-08-31,20,Monday,1,8,2015,Evening-Night,Fraud
9320,6891610450164077,Washington,NH,3280,16000,2015-08-01 21:13:47,52.1,144.101854012977,49.9032830768595,2015-08-01,21,Saturday,6,8,2015,Evening-Night,Fraud
9373,6891610450164077,Washington,NH,3280,16000,2015-10-24 22:32:44,56.58,40.7255642585512,52.8136027744343,2015-10-24,22,Saturday,6,10,2015,Evening-Night,Fraud
9458,6891610450164077,Washington,NH,3280,16000,2015-07-31 22:06:49,31.62,117.295885862328,16.8362943266051,2015-07-31,22,Friday,5,7,2015,Evening-Night,Fraud
9474,6891610450164077,Washington,NH,3280,16000,2015-08-14 14:55:51,59.67,113.042878145162,1.56043752810579,2015-08-14,14,Friday,5,8,2015,Afternoon,Fraud
9497,6891610450164077,Washington,NH,3280,16000,2015-10-26 16:22:29,48.12,5.00929755306348,50.9123827652194,2015-10-26,16,Monday,1,10,2015,Afternoon,Fraud
9669,6938265066782069,Washington,NH,3280,5000,2015-07-31 23:42:28,52.08,33.4026512670562,24.6824276675028,2015-07-31,23,Friday,5,7,2015,Evening-Night,Fraud
9724,6938265066782069,Washington,NH,3280,5000,2015-08-27 01:29:36,854.19,-72.0385242004731,43.1977743545996,2015-08-27,1,Thursday,4,8,2015,Late Night,Fraud
9802,4572984294472212,Washington,NH,3280,8000,2015-09-18 01:05:12,953.37,-72.1745207820139,43.2034263873301,2015-09-18,1,Friday,5,9,2015,Late Night,Fraud
9810,4572984294472212,Washington,NH,3280,8000,2015-08-13 21:26:41,48.68,5.74388983868776,45.4826314800403,2015-08-13,21,Thursday,4,8,2015,Evening-Night,Fraud
9911,4572984294472212,Washington,NH,3280,8000,2015-10-11 01:02:40,20.19,-1.63839410711031,16.7072059321685,2015-10-11,1,Sunday,0,10,2015,Late Night,Fraud
9937,4572984294472212,Washington,NH,3280,8000,2015-08-07 23:24:41,10.96,68.8900243613634,19.8802039618517,2015-08-07,23,Friday,5,8,2015,Evening-Night,Fraud
10003,4572984294472212,Washington,NH,3280,8000,2015-09-24 22:28:38,62.05,95.0038018766635,-1.51646762561181,2015-09-24,22,Thursday,4,9,2015,Evening-Night,Fraud
10048,4572984294472212,Washington,NH,3280,8000,2015-09-12 16:39:42,31.63,13.9618060205503,21.5210569827419,2015-09-12,16,Saturday,6,9,2015,Afternoon,Fraud
10156,4572984294472212,Washington,NH,3280,8000,2015-10-08 12:35:12,23.28,-72.1447906490455,43.2311070294389,2015-10-08,12,Thursday,4,10,2015,Morning,Fraud
10183,9635686158177722,Corpus Christi,TX,78401,8000,2015-09-24 02:28:24,46.93,17.4723874707361,52.1994932679676,2015-09-24,2,Thursday,4,9,2015,Late Night,Fraud
10193,9635686158177722,Corpus Christi,TX,78401,8000,2015-08-08 01:46:49,135.0,-97.4574824275399,27.76197747544,2015-08-08,1,Saturday,6,8,2015,Late Night,Fraud
10345,1167475218806361,Richmond,MA,1254,14000,2015-10-24 03:39:20,33.42,-73.2943659106714,42.3206010276026,2015-10-24,3,Saturday,6,10,2015,Late Night,Fraud
10398,1167475218806361,Richmond,MA,1254,14000,2015-10-09 21:47:34,910.13,32.5782976642554,31.2991754990059,2015-10-09,21,Friday,5,10,2015,Evening-Night,Fraud
10435,1167475218806361,Richmond,MA,1254,14000,2015-08-18 23:43:14,64.14,120.321166081756,36.5691173760154,2015-08-18,23,Tuesday,2,8,2015,Evening-Night,Fraud
10444,1167475218806361,Richmond,MA,1254,14000,2015-08-21 18:48:13,49.57,168.358556986796,50.8776521687532,2015-08-21,18,Friday,5,8,2015,Afternoon,Fraud
10482,1167475218806361,Richmond,MA,1254,14000,2015-10-03 01:31:21,15.01,-73.4024449107295,42.3586108048267,2015-10-03,1,Saturday,6,10,2015,Late Night,Fraud
10483,1167475218806361,Richmond,MA,1254,14000,2015-10-17 02:10:15,30.34,-73.421262651396,42.3514081227015,2015-10-17,2,Saturday,6,10,2015,Late Night,Fraud
10492,1167475218806361,Richmond,MA,1254,14000,2015-10-22 22:33:43,12.36,45.209235481773,27.283738280994,2015-10-22,22,Thursday,4,10,2015,Evening-Night,Fraud
10535,1167475218806361,Richmond,MA,1254,14000,2015-10-23 12:13:45,30.15,-73.2896764135409,42.371697339805,2015-10-23,12,Friday,5,10,2015,Morning,Fraud
10546,1167475218806361,Richmond,MA,1254,14000,2015-10-14 03:02:30,8.37,-73.2889771839074,42.3244577039427,2015-10-14,3,Wednesday,3,10,2015,Late Night,Fraud
10561,1167475218806361,Richmond,MA,1254,14000,2015-10-04 04:34:21,21.24,-73.4197230927729,42.3994697235458,2015-10-04,4,Sunday,0,10,2015,Late Night,Fraud
10578,1167475218806361,Richmond,MA,1254,14000,2015-10-25 03:09:57,19.58,-73.3121519157811,42.3440048930988,2015-10-25,3,Sunday,0,10,2015,Late Night,Fraud
10600,1167475218806361,Richmond,MA,1254,14000,2015-09-26 01:50:50,53.29,-73.289222717398,42.4230223886277,2015-09-26,1,Saturday,6,9,2015,Late Night,Fraud
10632,1167475218806361,Richmond,MA,1254,14000,2015-08-22 02:22:01,13.6,-73.3773140805484,42.4498506756025,2015-08-22,2,Saturday,6,8,2015,Late Night,Fraud
10696,1742293159722384,Sacramento,PA,17968,20000,2015-10-23 23:55:42,52.03,25.5048059107619,57.3447285235655,2015-10-23,23,Friday,5,10,2015,Evening-Night,Fraud
10720,1742293159722384,Sacramento,PA,17968,20000,2015-08-11 21:34:12,32.45,13.7228280355226,14.4999871846536,2015-08-11,21,Tuesday,2,8,2015,Evening-Night,Fraud
10785,1742293159722384,Sacramento,PA,17968,20000,2015-09-19 23:02:08,71.46,141.659531581764,32.622148196777,2015-09-19,23,Saturday,6,9,2015,Evening-Night,Fraud
10787,1742293159722384,Sacramento,PA,17968,20000,2015-09-17 20:39:36,112.91,128.931409175445,-15.8932990204527,2015-09-17,20,Thursday,4,9,2015,Evening-Night,Fraud
10808,1742293159722384,Sacramento,PA,17968,20000,2015-10-22 21:06:01,832.94,4.41426604037021,14.2178509338511,2015-10-22,21,Thursday,4,10,2015,Evening-Night,Fraud
10842,1742293159722384,Sacramento,PA,17968,20000,2015-08-29 17:32:32,148.6,47.7635268094657,-37.8239455788021,2015-08-29,17,Saturday,6,8,2015,Afternoon,Fraud
10863,1742293159722384,Sacramento,PA,17968,20000,2015-08-23 01:50:36,910.12,-76.6862007828179,40.6569985883755,2015-08-23,1,Sunday,0,8,2015,Late Night,Fraud
10895,1742293159722384,Sacramento,PA,17968,20000,2015-08-25 20:23:54,36.36,-0.0233590571600355,-31.2686681376595,2015-08-25,20,Tuesday,2,8,2015,Evening-Night,Fraud
10976,1742293159722384,Sacramento,PA,17968,20000,2015-08-19 11:53:33,97.72,-76.6141040975008,40.5591342943409,2015-08-19,11,Wednesday,3,8,2015,Morning,Fraud
11054,1175962294549313,Arlington,MA,2174,14000,2015-08-22 21:09:47,96.81,27.9562199429935,26.3527384032116,2015-08-22,21,Saturday,6,8,2015,Evening-Night,Fraud
11153,1175962294549313,Arlington,MA,2174,14000,2015-09-25 16:35:50,941.42,37.0665978164841,30.0932801492717,2015-09-25,16,Friday,5,9,2015,Afternoon,Fraud
11224,1175962294549313,Arlington,MA,2174,14000,2015-09-23 01:50:55,863.71,-71.137252719823,42.385215713112,2015-09-23,1,Wednesday,3,9,2015,Late Night,Fraud
11280,1175962294549313,Arlington,MA,2174,14000,2015-08-24 02:24:16,0.35,-71.1490424989995,42.4649742915768,2015-08-24,2,Monday,1,8,2015,Late Night,Fraud
11372,1175962294549313,Arlington,MA,2174,14000,2015-10-17 01:13:28,23.43,-71.1163188819019,42.4094906711742,2015-10-17,1,Saturday,6,10,2015,Late Night,Fraud
11380,1175962294549313,Arlington,MA,2174,14000,2015-08-19 02:04:15,918.49,-71.1891154101577,42.3310922467731,2015-08-19,2,Wednesday,3,8,2015,Late Night,Fraud
11431,1175962294549313,Arlington,MA,2174,14000,2015-09-05 01:47:28,36.2,-15.2495588824109,-32.0074896724255,2015-09-05,1,Saturday,6,9,2015,Late Night,Fraud
11455,1175962294549313,Arlington,MA,2174,14000,2015-10-03 02:28:32,24.4,-71.174485586248,42.4443159084326,2015-10-03,2,Saturday,6,10,2015,Late Night,Fraud
11493,1175962294549313,Arlington,MA,2174,14000,2015-09-18 20:38:41,13.36,82.0723410547528,2.24818288885975,2015-09-18,20,Friday,5,9,2015,Evening-Night,Fraud
11494,1175962294549313,Arlington,MA,2174,14000,2015-08-16 02:27:58,901.82,-71.1080043222885,42.3735146889158,2015-08-16,2,Sunday,0,8,2015,Late Night,Fraud
11530,1175962294549313,Arlington,MA,2174,14000,2015-10-10 02:59:58,5.36,-71.1915212960716,42.3548281545185,2015-10-10,2,Saturday,6,10,2015,Late Night,Fraud
11596,1175962294549313,Arlington,MA,2174,14000,2015-10-17 18:36:41,7.64,-71.1687939983437,42.4397295700405,2015-10-17,18,Saturday,6,10,2015,Afternoon,Fraud
11706,4769264372531012,Cleveland,NY,13042,30000,2015-09-06 03:27:20,143.83,20.0261692603793,36.2969888859099,2015-09-06,3,Sunday,0,9,2015,Late Night,Fraud
11770,4769264372531012,Cleveland,NY,13042,30000,2015-10-23 23:01:39,214.9,23.8417800059712,50.9596027408045,2015-10-23,23,Friday,5,10,2015,Evening-Night,Fraud
11835,4769264372531012,Cleveland,NY,13042,30000,2015-10-04 21:38:04,122.67,134.990231893801,30.6011169776064,2015-10-04,21,Sunday,0,10,2015,Evening-Night,Fraud
11849,4769264372531012,Cleveland,NY,13042,30000,2015-10-26 23:33:43,98.45,134.760450947585,58.3149282879755,2015-10-26,23,Monday,1,10,2015,Evening-Night,Fraud
11859,4769264372531012,Cleveland,NY,13042,30000,2015-10-22 21:39:33,125.56,0.764693116794145,6.41549635666038,2015-10-22,21,Thursday,4,10,2015,Evening-Night,Fraud
11979,4769264372531012,Cleveland,NY,13042,30000,2015-10-15 21:54:13,193.84,54.2827482373572,8.91396644156556,2015-10-15,21,Thursday,4,10,2015,Evening-Night,Fraud
11988,4769264372531012,Cleveland,NY,13042,30000,2015-10-20 19:14:33,84.5,48.8347221209123,29.9883125120504,2015-10-20,19,Tuesday,2,10,2015,Evening-Night,Fraud
12024,4769264372531012,Cleveland,NY,13042,30000,2015-08-17 18:49:12,0.27,-75.7862084737168,43.241287423329,2015-08-17,18,Monday,1,8,2015,Afternoon,Fraud
12064,4769264372531012,Cleveland,NY,13042,30000,2015-08-16 07:15:35,97.76,-75.9029588365821,43.2935211462121,2015-08-16,7,Sunday,0,8,2015,Morning,Fraud
12069,4769264372531012,Cleveland,NY,13042,30000,2015-08-08 18:45:38,126.97,20.6227338757831,-7.63017874095129,2015-08-08,18,Saturday,6,8,2015,Afternoon,Fraud
12087,4769264372531012,Cleveland,NY,13042,30000,2015-08-04 18:14:51,203.19,98.3185842345204,-8.88152707746426,2015-08-04,18,Tuesday,2,8,2015,Afternoon,Fraud
12115,4769264372531012,Cleveland,NY,13042,30000,2015-10-01 01:48:44,98.55,72.7188967206772,11.7537508801544,2015-10-01,1,Thursday,4,10,2015,Late Night,Fraud
12146,9595658147867468,Arlington,MA,2174,8000,2015-08-19 05:16:39,123.53,-71.2386212270809,42.4239902988166,2015-08-19,5,Wednesday,3,8,2015,Late Night,Fraud
12165,9595658147867468,Arlington,MA,2174,8000,2015-08-05 21:16:14,79.25,81.681960143337,-26.3147142458657,2015-08-05,21,Wednesday,3,8,2015,Evening-Night,Fraud
12167,9595658147867468,Arlington,MA,2174,8000,2015-08-07 11:44:17,83.22,-71.1918986113871,42.3525443118283,2015-08-07,11,Friday,5,8,2015,Morning,Fraud
12245,9595658147867468,Arlington,MA,2174,8000,2015-08-06 12:01:55,43.25,-71.2120853528914,42.4744068617319,2015-08-06,12,Thursday,4,8,2015,Morning,Fraud
12287,2925559987432581,Tacoma,WA,98401,10000,2015-08-14 02:32:32,25.03,-122.435849456806,47.1767350119997,2015-08-14,2,Friday,5,8,2015,Late Night,Fraud
12289,2925559987432581,Tacoma,WA,98401,10000,2015-10-09 01:14:44,40.14,119.334677330217,-11.5618366029213,2015-10-09,1,Friday,5,10,2015,Late Night,Fraud
12294,2925559987432581,Tacoma,WA,98401,10000,2015-08-16 01:01:54,0.03,-122.497868271883,47.1977399026407,2015-08-16,1,Sunday,0,8,2015,Late Night,Fraud
12298,2925559987432581,Tacoma,WA,98401,10000,2015-10-04 01:59:54,42.89,-122.465283375303,47.2935549679014,2015-10-04,1,Sunday,0,10,2015,Late Night,Fraud
12300,2925559987432581,Tacoma,WA,98401,10000,2015-09-15 03:01:02,37.85,-122.52124304155,47.2944017868924,2015-09-15,3,Tuesday,2,9,2015,Late Night,Fraud
12317,2925559987432581,Tacoma,WA,98401,10000,2015-10-10 02:45:22,21.14,-122.504600968107,47.289114157746,2015-10-10,2,Saturday,6,10,2015,Late Night,Fraud
12327,2925559987432581,Tacoma,WA,98401,10000,2015-09-01 01:59:43,20.61,-122.420693055898,47.3070923721035,2015-09-01,1,Tuesday,2,9,2015,Late Night,Fraud
12344,2925559987432581,Tacoma,WA,98401,10000,2015-08-21 01:45:48,31.14,-122.390273277566,47.2879658932221,2015-08-21,1,Friday,5,8,2015,Late Night,Fraud
12347,2925559987432581,Tacoma,WA,98401,10000,2015-10-28 02:33:28,59.97,-122.470172471772,47.1924865419515,2015-10-28,2,Wednesday,3,10,2015,Late Night,Fraud
12380,2925559987432581,Tacoma,WA,98401,10000,2015-10-11 02:48:24,16.26,-122.483299680386,47.2960138462374,2015-10-11,2,Sunday,0,10,2015,Late Night,Fraud
12381,2925559987432581,Tacoma,WA,98401,10000,2015-09-15 01:59:56,32.06,-122.417256377099,47.2883162884447,2015-09-15,1,Tuesday,2,9,2015,Late Night,Fraud
12383,2925559987432581,Tacoma,WA,98401,10000,2015-10-01 01:20:06,52.18,-122.420219364706,47.2101795906828,2015-10-01,1,Thursday,4,10,2015,Late Night,Fraud
12391,2925559987432581,Tacoma,WA,98401,10000,2015-09-02 02:37:43,23.29,-122.459005068097,47.1847910195578,2015-09-02,2,Wednesday,3,9,2015,Late Night,Fraud
12401,2925559987432581,Tacoma,WA,98401,10000,2015-08-08 01:18:13,45.73,-122.436108107172,47.2782985556464,2015-08-08,1,Saturday,6,8,2015,Late Night,Fraud
12410,2925559987432581,Tacoma,WA,98401,10000,2015-09-02 01:34:43,34.61,-122.431413561831,47.2179544749479,2015-09-02,1,Wednesday,3,9,2015,Late Night,Fraud
12435,2925559987432581,Tacoma,WA,98401,10000,2015-10-16 02:48:50,8.93,-122.456866771208,47.2907748373748,2015-10-16,2,Friday,5,10,2015,Late Night,Fraud
12446,2925559987432581,Tacoma,WA,98401,10000,2015-09-20 01:46:06,44.99,-122.412495876816,47.2700307073713,2015-09-20,1,Sunday,0,9,2015,Late Night,Fraud
12447,2925559987432581,Tacoma,WA,98401,10000,2015-08-05 21:48:18,0.25,-122.464282889448,47.2883978196697,2015-08-05,21,Wednesday,3,8,2015,Evening-Night,Fraud
12455,2925559987432581,Tacoma,WA,98401,10000,2015-10-21 03:14:31,6.82,-122.379575608071,47.2607878840031,2015-10-21,3,Wednesday,3,10,2015,Late Night,Fraud
12465,2925559987432581,Tacoma,WA,98401,10000,2015-10-09 01:20:23,22.56,-122.522815848469,47.2675140337745,2015-10-09,1,Friday,5,10,2015,Late Night,Fraud
12472,2925559987432581,Tacoma,WA,98401,10000,2015-09-26 06:44:47,33.6,-122.373016036991,47.200877639176,2015-09-26,6,Saturday,6,9,2015,Late Night,Fraud
12477,2925559987432581,Tacoma,WA,98401,10000,2015-10-22 01:00:39,22.75,-122.435323297807,47.1778364085394,2015-10-22,1,Thursday,4,10,2015,Late Night,Fraud
12483,2925559987432581,Tacoma,WA,98401,10000,2015-09-14 01:17:22,34.41,-122.452990481473,47.2772098246995,2015-09-14,1,Monday,1,9,2015,Late Night,Fraud
12487,2925559987432581,Tacoma,WA,98401,10000,2015-09-11 01:56:23,16.45,-122.387978276108,47.2682679728282,2015-09-11,1,Friday,5,9,2015,Late Night,Fraud
12488,2925559987432581,Tacoma,WA,98401,10000,2015-09-08 18:34:24,32.04,135.53646056385,-25.0077751279562,2015-09-08,18,Tuesday,2,9,2015,Afternoon,Fraud
12533,2925559987432581,Tacoma,WA,98401,10000,2015-08-15 03:41:52,38.06,-122.419509901897,47.289169385035,2015-08-15,3,Saturday,6,8,2015,Late Night,Fraud
12619,5514508235368997,San Diego,TX,78384,10000,2015-09-04 01:35:36,31.31,-98.3819834958138,27.5968651993379,2015-09-04,1,Friday,5,9,2015,Late Night,Fraud
12626,5514508235368997,San Diego,TX,78384,10000,2015-10-17 20:31:11,33.11,13.7781895258645,39.2489254897839,2015-10-17,20,Saturday,6,10,2015,Evening-Night,Fraud
12659,5514508235368997,San Diego,TX,78384,10000,2015-09-18 21:35:21,20.92,64.0540750609878,35.8148786878703,2015-09-18,21,Friday,5,9,2015,Evening-Night,Fraud
12672,5514508235368997,San Diego,TX,78384,10000,2015-09-05 01:06:01,11.96,-98.4234149466908,27.6245576748358,2015-09-05,1,Saturday,6,9,2015,Late Night,Fraud
12677,5514508235368997,San Diego,TX,78384,10000,2015-09-25 19:57:19,31.1,22.7081774334442,-7.91038234607918,2015-09-25,19,Friday,5,9,2015,Evening-Night,Fraud
12709,5514508235368997,San Diego,TX,78384,10000,2015-09-19 01:08:30,35.42,-98.4308259813605,27.673894757333,2015-09-19,1,Saturday,6,9,2015,Late Night,Fraud
12720,5514508235368997,San Diego,TX,78384,10000,2015-09-12 08:29:03,78.66,-98.3360306632684,27.6238330492542,2015-09-12,8,Saturday,6,9,2015,Morning,Fraud
12783,5514508235368997,San Diego,TX,78384,10000,2015-09-17 23:43:40,15.39,-0.33524763652441,-9.15623740689744,2015-09-17,23,Thursday,4,9,2015,Evening-Night,Fraud
12940,8595793418524025,Springfield,MA,1101,14000,2015-08-20 17:15:28,90.58,2.05480607161276,36.3689071562047,2015-08-20,17,Thursday,4,8,2015,Afternoon,Fraud
